date,sku,product,quantity_sold,current_stock,price,holiday,season,weather,day_of_week,month,is_weekend,lag_7,rolling_mean_7
2026-06-20,MILK-1L,Milk 1L,132,420,42.0,0,3,Rainy,5,6,1,123.0,122.28571428571429
2026-06-21,MILK-1L,Milk 1L,123,420,42.0,0,3,Rainy,6,6,1,114.0,123.57142857142857
2026-06-22,MILK-1L,Milk 1L,102,420,42.0,0,3,Rainy,0,6,0,124.0,124.85714285714286
2026-06-23,MILK-1L,Milk 1L,120,420,42.0,0,3,Rainy,1,6,0,114.0,121.71428571428571
2026-06-24,MILK-1L,Milk 1L,114,420,42.0,0,3,Rainy,2,6,0,119.0,122.57142857142857
2026-06-25,MILK-1L,Milk 1L,118,420,42.0,0,3,Rainy,3,6,0,127.0,121.85714285714286
2026-06-26,MILK-1L,Milk 1L,118,420,42.0,0,3,Rainy,4,6,0,135.0,120.57142857142857
2026-06-27,MILK-1L,Milk 1L,138,420,42.0,0,3,Rainy,5,6,1,132.0,118.14285714285714
2026-06-28,MILK-1L,Milk 1L,148,420,42.0,0,3,Rainy,6,6,1,123.0,119.0
2026-06-29,MILK-1L,Milk 1L,128,420,42.0,0,3,Rainy,0,6,0,102.0,122.57142857142857
2026-06-30,MILK-1L,Milk 1L,128,420,42.0,0,3,Rainy,1,6,0,120.0,126.28571428571429
2026-07-01,MILK-1L,Milk 1L,147,420,42.0,1,3,Rainy,2,7,0,114.0,127.42857142857143
2026-07-02,MILK-1L,Milk 1L,120,420,42.0,0,3,Rainy,3,7,0,118.0,132.14285714285714
2026-07-03,MILK-1L,Milk 1L,130,420,42.0,0,3,Rainy,4,7,0,118.0,132.42857142857142
2026-07-04,MILK-1L,Milk 1L,151,420,42.0,0,3,Rainy,5,7,1,138.0,134.14285714285714
2026-07-05,MILK-1L,Milk 1L,165,420,42.0,0,3,Rainy,6,7,1,148.0,136.0
2026-07-06,MILK-1L,Milk 1L,139,420,42.0,0,3,Rainy,0,7,0,128.0,138.42857142857142
2026-07-07,MILK-1L,Milk 1L,146,420,42.0,0,3,Rainy,1,7,0,128.0,140.0
2026-07-08,MILK-1L,Milk 1L,137,420,42.0,0,3,Rainy,2,7,0,147.0,142.57142857142858
2026-07-09,MILK-1L,Milk 1L,134,420,42.0,0,3,Rainy,3,7,0,120.0,141.14285714285714
2026-07-10,MILK-1L,Milk 1L,137,420,42.0,0,3,Rainy,4,7,0,130.0,143.14285714285714
2026-07-11,MILK-1L,Milk 1L,157,420,42.0,0,3,Rainy,5,7,1,151.0,144.14285714285714
2026-07-12,MILK-1L,Milk 1L,178,420,42.0,0,3,Rainy,6,7,1,165.0,145.0
2026-07-13,MILK-1L,Milk 1L,141,420,42.0,0,3,Rainy,0,7,0,139.0,146.85714285714286
2026-07-14,MILK-1L,Milk 1L,153,420,42.0,0,3,Rainy,1,7,0,146.0,147.14285714285714
2026-07-15,MILK-1L,Milk 1L,168,420,42.0,1,3,Rainy,2,7,0,137.0,148.14285714285714
2026-07-16,MILK-1L,Milk 1L,155,420,42.0,0,3,Rainy,3,7,0,134.0,152.57142857142858
2026-07-17,MILK-1L,Milk 1L,152,420,42.0,0,3,Rainy,4,7,0,137.0,155.57142857142858
2026-07-18,MILK-1L,Milk 1L,166,420,42.0,0,3,Rainy,5,7,1,157.0,157.71428571428572
2026-07-19,MILK-1L,Milk 1L,167,420,42.0,0,3,Rainy,6,7,1,178.0,159.0
2026-07-20,MILK-1L,Milk 1L,145,420,42.0,0,3,Rainy,0,7,0,141.0,157.42857142857142
2026-07-21,MILK-1L,Milk 1L,153,420,42.0,0,3,Rainy,1,7,0,153.0,158.0
2026-07-22,MILK-1L,Milk 1L,146,420,42.0,0,3,Rainy,2,7,0,168.0,158.0
2026-07-23,MILK-1L,Milk 1L,141,420,42.0,0,3,Rainy,3,7,0,155.0,154.85714285714286
2026-07-24,MILK-1L,Milk 1L,140,420,42.0,0,3,Rainy,4,7,0,152.0,152.85714285714286
2026-07-25,MILK-1L,Milk 1L,167,420,42.0,0,3,Rainy,5,7,1,166.0,151.14285714285714
2026-07-26,MILK-1L,Milk 1L,176,420,42.0,0,3,Rainy,6,7,1,167.0,151.28571428571428
2026-07-27,MILK-1L,Milk 1L,148,420,42.0,0,3,Rainy,0,7,0,145.0,152.57142857142858
2026-07-28,MILK-1L,Milk 1L,145,420,42.0,0,3,Rainy,1,7,0,153.0,153.0
2026-07-29,MILK-1L,Milk 1L,147,420,42.0,0,3,Rainy,2,7,0,146.0,151.85714285714286
2026-01-31,RICE-5K,Rice 5kg,74,300,360.0,0,1,Clear,5,1,1,,
2026-02-01,RICE-5K,Rice 5kg,79,300,360.0,1,1,Clear,6,2,1,,
2026-02-02,RICE-5K,Rice 5kg,57,300,360.0,0,1,Clear,0,2,0,,
2026-02-03,RICE-5K,Rice 5kg,68,300,360.0,0,1,Clear,1,2,0,,70.0
2026-02-04,RICE-5K,Rice 5kg,64,300,360.0,0,1,Clear,2,2,0,,69.5
2026-02-05,RICE-5K,Rice 5kg,72,300,360.0,0,1,Clear,3,2,0,,68.4
2026-02-06,RICE-5K,Rice 5kg,63,300,360.0,0,1,Clear,4,2,0,,69.0
2026-02-07,RICE-5K,Rice 5kg,62,300,360.0,0,1,Clear,5,2,1,74.0,68.14285714285714
2026-02-08,RICE-5K,Rice 5kg,61,300,360.0,0,1,Clear,6,2,1,79.0,66.42857142857143
2026-02-09,RICE-5K,Rice 5kg,75,300,360.0,0,1,Clear,0,2,0,57.0,63.857142857142854
2026-02-10,RICE-5K,Rice 5kg,76,300,360.0,0,1,Clear,1,2,0,68.0,66.42857142857143
2026-02-11,RICE-5K,Rice 5kg,64,300,360.0,0,1,Clear,2,2,0,64.0,67.57142857142857
2026-02-12,RICE-5K,Rice 5kg,63,300,360.0,0,1,Clear,3,2,0,72.0,67.57142857142857
2026-02-13,RICE-5K,Rice 5kg,76,300,360.0,0,1,Clear,4,2,0,63.0,66.28571428571429
2026-02-14,RICE-5K,Rice 5kg,66,300,360.0,0,1,Clear,5,2,1,62.0,68.14285714285714
2026-02-15,RICE-5K,Rice 5kg,81,300,360.0,1,1,Clear,6,2,1,61.0,68.71428571428571
2026-02-16,RICE-5K,Rice 5kg,71,300,360.0,0,1,Clear,0,2,0,75.0,71.57142857142857
2026-02-17,RICE-5K,Rice 5kg,64,300,360.0,0,1,Clear,1,2,0,76.0,71.0
2026-02-18,RICE-5K,Rice 5kg,67,300,360.0,0,1,Clear,2,2,0,64.0,69.28571428571429
2026-02-19,RICE-5K,Rice 5kg,66,300,360.0,0,1,Clear,3,2,0,63.0,69.71428571428571
2026-02-20,RICE-5K,Rice 5kg,69,300,360.0,0,1,Clear,4,2,0,76.0,70.14285714285714
2026-02-21,RICE-5K,Rice 5kg,85,300,360.0,0,1,Clear,5,2,1,66.0,69.14285714285714
2026-02-22,RICE-5K,Rice 5kg,75,300,360.0,0,1,Clear,6,2,1,81.0,71.85714285714286
2026-02-23,RICE-5K,Rice 5kg,71,300,360.0,0,1,Clear,0,2,0,71.0,71.0
2026-02-24,RICE-5K,Rice 5kg,52,300,360.0,0,1,Clear,1,2,0,64.0,71.0
2026-02-25,RICE-5K,Rice 5kg,66,300,360.0,0,1,Clear,2,2,0,67.0,69.28571428571429
2026-02-26,RICE-5K,Rice 5kg,60,300,360.0,0,1,Clear,3,2,0,66.0,69.14285714285714
2026-02-27,RICE-5K,Rice 5kg,57,300,360.0,0,1,Clear,4,2,0,69.0,68.28571428571429
2026-02-28,RICE-5K,Rice 5kg,67,300,360.0,0,1,Clear,5,2,1,85.0,66.57142857142857
2026-03-01,RICE-5K,Rice 5kg,83,300,360.0,1,2,Clear,6,3,1,75.0,64.0
2026-03-02,RICE-5K,Rice 5kg,70,300,360.0,0,2,Clear,0,3,0,71.0,65.14285714285714
2026-03-03,RICE-5K,Rice 5kg,54,300,360.0,0,2,Clear,1,3,0,52.0,65.0
2026-03-04,RICE-5K,Rice 5kg,63,300,360.0,0,2,Clear,2,3,0,66.0,65.28571428571429
2026-03-05,RICE-5K,Rice 5kg,59,300,360.0,0,2,Clear,3,3,0,60.0,64.85714285714286
2026-03-06,RICE-5K,Rice 5kg,59,300,360.0,0,2,Clear,4,3,0,57.0,64.71428571428571
2026-03-07,RICE-5K,Rice 5kg,75,300,360.0,0,2,Clear,5,3,1,67.0,65.0
2026-03-08,RICE-5K,Rice 5kg,71,300,360.0,0,2,Clear,6,3,1,83.0,66.14285714285714
2026-03-09,RICE-5K,Rice 5kg,69,300,360.0,0,2,Clear,0,3,0,70.0,64.42857142857143
2026-03-10,RICE-5K,Rice 5kg,58,300,360.0,0,2,Clear,1,3,0,54.0,64.28571428571429
2026-03-11,RICE-5K,Rice 5kg,53,300,360.0,0,2,Clear,2,3,0,63.0,64.85714285714286
2026-03-12,RICE-5K,Rice 5kg,56,300,360.0,0,2,Clear,3,3,0,59.0,63.42857142857143
2026-03-13,RICE-5K,Rice 5kg,59,300,360.0,0,2,Clear,4,3,0,59.0,63.0
2026-03-14,RICE-5K,Rice 5kg,64,300,360.0,0,2,Clear,5,3,1,75.0,63.0
2026-03-15,RICE-5K,Rice 5kg,66,300,360.0,1,2,Clear,6,3,1,71.0,61.42857142857143
2026-03-16,RICE-5K,Rice 5kg,56,300,360.0,0,2,Clear,0,3,0,69.0,60.714285714285715
2026-03-17,RICE-5K,Rice 5kg,56,300,360.0,0,2,Clear,1,3,0,58.0,58.857142857142854
2026-03-18,RICE-5K,Rice 5kg,72,300,360.0,0,2,Clear,2,3,0,53.0,58.57142857142857
2026-03-19,RICE-5K,Rice 5kg,67,300,360.0,0,2,Clear,3,3,0,56.0,61.285714285714285
2026-03-20,RICE-5K,Rice 5kg,47,300,360.0,0,2,Clear,4,3,0,59.0,62.857142857142854
2026-03-21,RICE-5K,Rice 5kg,57,300,360.0,0,2,Clear,5,3,1,64.0,61.142857142857146
2026-03-22,RICE-5K,Rice 5kg,49,300,360.0,0,2,Clear,6,3,1,66.0,60.142857142857146
2026-03-23,RICE-5K,Rice 5kg,48,300,360.0,0,2,Clear,0,3,0,56.0,57.714285714285715
2026-03-24,RICE-5K,Rice 5kg,54,300,360.0,0,2,Clear,1,3,0,56.0,56.57142857142857
2026-03-25,RICE-5K,Rice 5kg,60,300,360.0,0,2,Clear,2,3,0,72.0,56.285714285714285
2026-03-26,RICE-5K,Rice 5kg,46,300,360.0,0,2,Clear,3,3,0,67.0,54.57142857142857
2026-03-27,RICE-5K,Rice 5kg,47,300,360.0,0,2,Clear,4,3,0,47.0,51.57142857142857
2026-03-28,RICE-5K,Rice 5kg,43,300,360.0,0,2,Clear,5,3,1,57.0,51.57142857142857
2026-03-29,RICE-5K,Rice 5kg,57,300,360.0,0,2,Clear,6,3,1,49.0,49.57142857142857
2026-03-30,RICE-5K,Rice 5kg,44,300,360.0,0,2,Clear,0,3,0,48.0,50.714285714285715
2026-03-31,RICE-5K,Rice 5kg,48,300,360.0,0,2,Clear,1,3,0,54.0,50.142857142857146
2026-04-01,RICE-5K,Rice 5kg,55,300,360.0,1,2,Clear,2,4,0,60.0,49.285714285714285
2026-04-02,RICE-5K,Rice 5kg,51,300,360.0,0,2,Clear,3,4,0,46.0,48.57142857142857
2026-04-03,RICE-5K,Rice 5kg,40,300,360.0,0,2,Clear,4,4,0,47.0,49.285714285714285
2026-04-04,RICE-5K,Rice 5kg,49,300,360.0,0,2,Clear,5,4,1,43.0,48.285714285714285
2026-04-05,RICE-5K,Rice 5kg,75,300,360.0,0,2,Clear,6,4,1,57.0,49.142857142857146
2026-04-06,RICE-5K,Rice 5kg,45,300,360.0,0,2,Clear,0,4,0,44.0,51.714285714285715
2026-04-07,RICE-5K,Rice 5kg,47,300,360.0,0,2,Clear,1,4,0,48.0,51.857142857142854
2026-04-08,RICE-5K,Rice 5kg,68,300,360.0,0,2,Clear,2,4,0,55.0,51.714285714285715
2026-04-09,RICE-5K,Rice 5kg,76,300,360.0,0,2,Clear,3,4,0,51.0,53.57142857142857
2026-04-10,RICE-5K,Rice 5kg,48,300,360.0,0,2,Clear,4,4,0,40.0,57.142857142857146
2026-04-11,RICE-5K,Rice 5kg,61,300,360.0,0,2,Clear,5,4,1,49.0,58.285714285714285
2026-04-12,RICE-5K,Rice 5kg,67,300,360.0,0,2,Clear,6,4,1,75.0,60.0
2026-04-13,RICE-5K,Rice 5kg,70,300,360.0,0,2,Clear,0,4,0,45.0,58.857142857142854
2026-04-14,RICE-5K,Rice 5kg,52,300,360.0,0,2,Clear,1,4,0,47.0,62.42857142857143
2026-04-15,RICE-5K,Rice 5kg,68,300,360.0,1,2,Clear,2,4,0,68.0,63.142857142857146
2026-04-16,RICE-5K,Rice 5kg,66,300,360.0,0,2,Clear,3,4,0,76.0,63.142857142857146
2026-04-17,RICE-5K,Rice 5kg,64,300,360.0,0,2,Clear,4,4,0,48.0,61.714285714285715
2026-04-18,RICE-5K,Rice 5kg,66,300,360.0,0,2,Clear,5,4,1,61.0,64.0
2026-04-19,RICE-5K,Rice 5kg,69,300,360.0,0,2,Clear,6,4,1,67.0,64.71428571428571
2026-04-20,RICE-5K,Rice 5kg,53,300,360.0,0,2,Clear,0,4,0,70.0,65.0
2026-04-21,RICE-5K,Rice 5kg,62,300,360.0,0,2,Clear,1,4,0,52.0,62.57142857142857
2026-04-22,RICE-5K,Rice 5kg,63,300,360.0,0,2,Clear,2,4,0,68.0,64.0
2026-04-23,RICE-5K,Rice 5kg,67,300,360.0,0,2,Clear,3,4,0,66.0,63.285714285714285
2026-04-24,RICE-5K,Rice 5kg,62,300,360.0,0,2,Clear,4,4,0,64.0,63.42857142857143
2026-04-25,RICE-5K,Rice 5kg,78,300,360.0,0,2,Clear,5,4,1,66.0,63.142857142857146
2026-04-26,RICE-5K,Rice 5kg,82,300,360.0,0,2,Clear,6,4,1,69.0,64.85714285714286
2026-04-27,RICE-5K,Rice 5kg,68,300,360.0,0,2,Clear,0,4,0,53.0,66.71428571428571
2026-04-28,RICE-5K,Rice 5kg,70,300,360.0,0,2,Clear,1,4,0,62.0,68.85714285714286
2026-04-29,RICE-5K,Rice 5kg,69,300,360.0,0,2,Clear,2,4,0,63.0,70.0
2026-04-30,RICE-5K,Rice 5kg,69,300,360.0,0,2,Clear,3,4,0,67.0,70.85714285714286
2026-05-01,RICE-5K,Rice 5kg,76,300,360.0,1,2,Clear,4,5,0,62.0,71.14285714285714
2026-05-02,RICE-5K,Rice 5kg,80,300,360.0,0,2,Clear,5,5,1,78.0,73.14285714285714
2026-05-03,RICE-5K,Rice 5kg,77,300,360.0,0,2,Clear,6,5,1,82.0,73.42857142857143
2026-05-04,RICE-5K,Rice 5kg,84,300,360.0,0,2,Clear,0,5,0,68.0,72.71428571428571
2026-05-05,RICE-5K,Rice 5kg,81,300,360.0,0,2,Clear,1,5,0,70.0,75.0
2026-05-06,RICE-5K,Rice 5kg,72,300,360.0,0,2,Clear,2,5,0,69.0,76.57142857142857
2026-05-07,RICE-5K,Rice 5kg,64,300,360.0,0,2,Clear,3,5,0,69.0,77.0
2026-05-08,RICE-5K,Rice 5kg,62,300,360.0,0,2,Clear,4,5,0,76.0,76.28571428571429
2026-05-09,RICE-5K,Rice 5kg,86,300,360.0,0,2,Clear,5,5,1,80.0,74.28571428571429
2026-05-10,RICE-5K,Rice 5kg,79,300,360.0,0,2,Clear,6,5,1,77.0,75.14285714285714
2026-05-11,RICE-5K,Rice 5kg,72,300,360.0,0,2,Clear,0,5,0,84.0,75.42857142857143
2026-05-12,RICE-5K,Rice 5kg,56,300,360.0,0,2,Clear,1,5,0,81.0,73.71428571428571
2026-05-13,RICE-5K,Rice 5kg,75,300,360.0,0,2,Clear,2,5,0,72.0,70.14285714285714
2026-05-14,RICE-5K,Rice 5kg,71,300,360.0,0,2,Clear,3,5,0,64.0,70.57142857142857
2026-05-15,RICE-5K,Rice 5kg,72,300,360.0,1,2,Clear,4,5,0,62.0,71.57142857142857
2026-05-16,RICE-5K,Rice 5kg,71,300,360.0,0,2,Clear,5,5,1,86.0,73.0
2026-05-17,RICE-5K,Rice 5kg,76,300,360.0,0,2,Clear,6,5,1,79.0,70.85714285714286
2026-05-18,RICE-5K,Rice 5kg,66,300,360.0,0,2,Clear,0,5,0,72.0,70.42857142857143
2026-05-19,RICE-5K,Rice 5kg,63,300,360.0,0,2,Clear,1,5,0,56.0,69.57142857142857
2026-05-20,RICE-5K,Rice 5kg,64,300,360.0,0,2,Clear,2,5,0,75.0,70.57142857142857
2026-05-21,RICE-5K,Rice 5kg,62,300,360.0,0,2,Clear,3,5,0,71.0,69.0
2026-05-22,RICE-5K,Rice 5kg,64,300,360.0,0,2,Clear,4,5,0,72.0,67.71428571428571
2026-05-23,RICE-5K,Rice 5kg,80,300,360.0,0,2,Clear,5,5,1,71.0,66.57142857142857
2026-05-24,RICE-5K,Rice 5kg,51,300,360.0,0,2,Clear,6,5,1,76.0,67.85714285714286
2026-05-25,RICE-5K,Rice 5kg,59,300,360.0,0,2,Clear,0,5,0,66.0,64.28571428571429
2026-05-26,RICE-5K,Rice 5kg,62,300,360.0,0,2,Clear,1,5,0,63.0,63.285714285714285
2026-05-27,RICE-5K,Rice 5kg,62,300,360.0,0,2,Clear,2,5,0,64.0,63.142857142857146
2026-05-28,RICE-5K,Rice 5kg,56,300,360.0,0,2,Clear,3,5,0,62.0,62.857142857142854
2026-05-29,RICE-5K,Rice 5kg,46,300,360.0,0,2,Clear,4,5,0,64.0,62.0
2026-05-30,RICE-5K,Rice 5kg,67,300,360.0,0,2,Clear,5,5,1,80.0,59.42857142857143
2026-05-31,RICE-5K,Rice 5kg,76,300,360.0,0,2,Clear,6,5,1,51.0,57.57142857142857
2026-06-01,RICE-5K,Rice 5kg,56,300,360.0,1,3,Rainy,0,6,0,59.0,61.142857142857146
2026-06-02,RICE-5K,Rice 5kg,62,300,360.0,0,3,Rainy,1,6,0,62.0,60.714285714285715
2026-06-03,RICE-5K,Rice 5kg,53,300,360.0,0,3,Rainy,2,6,0,62.0,60.714285714285715
2026-06-04,RICE-5K,Rice 5kg,55,300,360.0,0,3,Rainy,3,6,0,56.0,59.42857142857143
2026-06-05,RICE-5K,Rice 5kg,47,300,360.0,0,3,Rainy,4,6,0,46.0,59.285714285714285
2026-06-06,RICE-5K,Rice 5kg,59,300,360.0,0,3,Rainy,5,6,1,67.0,59.42857142857143
2026-06-07,RICE-5K,Rice 5kg,70,300,360.0,0,3,Rainy,6,6,1,76.0,58.285714285714285
2026-06-08,RICE-5K,Rice 5kg,58,300,360.0,0,3,Rainy,0,6,0,56.0,57.42857142857143
2026-06-09,RICE-5K,Rice 5kg,66,300,360.0,0,3,Rainy,1,6,0,62.0,57.714285714285715
2026-06-10,RICE-5K,Rice 5kg,62,300,360.0,0,3,Rainy,2,6,0,53.0,58.285714285714285
2026-06-11,RICE-5K,Rice 5kg,57,300,360.0,0,3,Rainy,3,6,0,55.0,59.57142857142857
2026-06-12,RICE-5K,Rice 5kg,66,300,360.0,0,3,Rainy,4,6,0,47.0,59.857142857142854
2026-06-13,RICE-5K,Rice 5kg,63,300,360.0,0,3,Rainy,5,6,1,59.0,62.57142857142857
2026-06-14,RICE-5K,Rice 5kg,66,300,360.0,0,3,Rainy,6,6,1,70.0,63.142857142857146
2026-06-15,RICE-5K,Rice 5kg,62,300,360.0,1,3,Rainy,0,6,0,58.0,62.57142857142857
2026-06-16,RICE-5K,Rice 5kg,55,300,360.0,0,3,Rainy,1,6,0,66.0,63.142857142857146
2026-06-17,RICE-5K,Rice 5kg,50,300,360.0,0,3,Rainy,2,6,0,62.0,61.57142857142857
2026-06-18,RICE-5K,Rice 5kg,62,300,360.0,0,3,Rainy,3,6,0,57.0,59.857142857142854
2026-06-19,RICE-5K,Rice 5kg,47,300,360.0,0,3,Rainy,4,6,0,66.0,60.57142857142857
2026-06-20,RICE-5K,Rice 5kg,68,300,360.0,0,3,Rainy,5,6,1,63.0,57.857142857142854
2026-06-21,RICE-5K,Rice 5kg,62,300,360.0,0,3,Rainy,6,6,1,66.0,58.57142857142857
2026-06-22,RICE-5K,Rice 5kg,65,300,360.0,0,3,Rainy,0,6,0,62.0,58.0
2026-06-23,RICE-5K,Rice 5kg,63,300,360.0,0,3,Rainy,1,6,0,55.0,58.42857142857143
2026-06-24,RICE-5K,Rice 5kg,71,300,360.0,0,3,Rainy,2,6,0,50.0,59.57142857142857
2026-06-25,RICE-5K,Rice 5kg,64,300,360.0,0,3,Rainy,3,6,0,62.0,62.57142857142857
2026-06-26,RICE-5K,Rice 5kg,48,300,360.0,0,3,Rainy,4,6,0,47.0,62.857142857142854
2026-06-27,RICE-5K,Rice 5kg,67,300,360.0,0,3,Rainy,5,6,1,68.0,63.0
2026-06-28,RICE-5K,Rice 5kg,60,300,360.0,0,3,Rainy,6,6,1,62.0,62.857142857142854
2026-06-29,RICE-5K,Rice 5kg,58,300,360.0,0,3,Rainy,0,6,0,65.0,62.57142857142857
2026-06-30,RICE-5K,Rice 5kg,73,300,360.0,0,3,Rainy,1,6,0,63.0,61.57142857142857
2026-07-01,RICE-5K,Rice 5kg,79,300,360.0,1,3,Rainy,2,7,0,71.0,63.0
2026-07-02,RICE-5K,Rice 5kg,59,300,360.0,0,3,Rainy,3,7,0,64.0,64.14285714285714
2026-07-03,RICE-5K,Rice 5kg,57,300,360.0,0,3,Rainy,4,7,0,48.0,63.42857142857143
2026-07-04,RICE-5K,Rice 5kg,73,300,360.0,0,3,Rainy,5,7,1,67.0,64.71428571428571
2026-07-05,RICE-5K,Rice 5kg,65,300,360.0,0,3,Rainy,6,7,1,60.0,65.57142857142857
2026-07-06,RICE-5K,Rice 5kg,62,300,360.0,0,3,Rainy,0,7,0,58.0,66.28571428571429
2026-07-07,RICE-5K,Rice 5kg,70,300,360.0,0,3,Rainy,1,7,0,73.0,66.85714285714286
2026-07-08,RICE-5K,Rice 5kg,76,300,360.0,0,3,Rainy,2,7,0,79.0,66.42857142857143
2026-07-09,RICE-5K,Rice 5kg,73,300,360.0,0,3,Rainy,3,7,0,59.0,66.0
2026-07-10,RICE-5K,Rice 5kg,53,300,360.0,0,3,Rainy,4,7,0,57.0,68.0
2026-07-11,RICE-5K,Rice 5kg,80,300,360.0,0,3,Rainy,5,7,1,73.0,67.42857142857143
2026-07-12,RICE-5K,Rice 5kg,79,300,360.0,0,3,Rainy,6,7,1,65.0,68.42857142857143
2026-07-13,RICE-5K,Rice 5kg,74,300,360.0,0,3,Rainy,0,7,0,62.0,70.42857142857143
2026-07-14,RICE-5K,Rice 5kg,82,300,360.0,0,3,Rainy,1,7,0,70.0,72.14285714285714
2026-07-15,RICE-5K,Rice 5kg,70,300,360.0,1,3,Rainy,2,7,0,76.0,73.85714285714286
2026-07-16,RICE-5K,Rice 5kg,68,300,360.0,0,3,Rainy,3,7,0,73.0,73.0
2026-07-17,RICE-5K,Rice 5kg,76,300,360.0,0,3,Rainy,4,7,0,53.0,72.28571428571429
2026-07-18,RICE-5K,Rice 5kg,70,300,360.0,0,3,Rainy,5,7,1,80.0,75.57142857142857
2026-07-19,RICE-5K,Rice 5kg,91,300,360.0,0,3,Rainy,6,7,1,79.0,74.14285714285714
2026-07-20,RICE-5K,Rice 5kg,75,300,360.0,0,3,Rainy,0,7,0,74.0,75.85714285714286
2026-07-21,RICE-5K,Rice 5kg,78,300,360.0,0,3,Rainy,1,7,0,82.0,76.0
2026-07-22,RICE-5K,Rice 5kg,68,300,360.0,0,3,Rainy,2,7,0,70.0,75.42857142857143
2026-07-23,RICE-5K,Rice 5kg,78,300,360.0,0,3,Rainy,3,7,0,68.0,75.14285714285714
2026-07-24,RICE-5K,Rice 5kg,79,300,360.0,0,3,Rainy,4,7,0,76.0,76.57142857142857
2026-07-25,RICE-5K,Rice 5kg,82,300,360.0,0,3,Rainy,5,7,1,70.0,77.0
2026-07-26,RICE-5K,Rice 5kg,82,300,360.0,0,3,Rainy,6,7,1,91.0,78.71428571428571
2026-07-27,RICE-5K,Rice 5kg,73,300,360.0,0,3,Rainy,0,7,0,75.0,77.42857142857143
2026-07-28,RICE-5K,Rice 5kg,65,300,360.0,0,3,Rainy,1,7,0,78.0,77.14285714285714
2026-07-29,RICE-5K,Rice 5kg,69,300,360.0,0,3,Rainy,2,7,0,68.0,75.28571428571429
2026-01-31,SHAM-400,Shampoo 400ml,25,205,198.0,0,1,Clear,5,1,1,,
2026-02-01,SHAM-400,Shampoo 400ml,38,205,198.0,1,1,Clear,6,2,1,,
2026-02-02,SHAM-400,Shampoo 400ml,36,205,198.0,0,1,Clear,0,2,0,,
2026-02-03,SHAM-400,Shampoo 400ml,33,205,198.0,0,1,Clear,1,2,0,,33.0
2026-02-04,SHAM-400,Shampoo 400ml,33,205,198.0,0,1,Clear,2,2,0,,33.0
2026-02-05,SHAM-400,Shampoo 400ml,34,205,198.0,0,1,Clear,3,2,0,,33.0
2026-02-06,SHAM-400,Shampoo 400ml,37,205,198.0,0,1,Clear,4,2,0,,33.166666666666664
2026-02-07,SHAM-400,Shampoo 400ml,33,205,198.0,0,1,Clear,5,2,1,25.0,33.714285714285715
2026-02-08,SHAM-400,Shampoo 400ml,45,205,198.0,0,1,Clear,6,2,1,38.0,34.857142857142854
2026-02-09,SHAM-400,Shampoo 400ml,41,205,198.0,0,1,Clear,0,2,0,36.0,35.857142857142854
2026-02-10,SHAM-400,Shampoo 400ml,39,205,198.0,0,1,Clear,1,2,0,33.0,36.57142857142857
2026-02-11,SHAM-400,Shampoo 400ml,41,205,198.0,0,1,Clear,2,2,0,33.0,37.42857142857143
2026-02-12,SHAM-400,Shampoo 400ml,39,205,198.0,0,1,Clear,3,2,0,34.0,38.57142857142857
2026-02-13,SHAM-400,Shampoo 400ml,52,205,198.0,0,1,Clear,4,2,0,37.0,39.285714285714285
2026-02-14,SHAM-400,Shampoo 400ml,41,205,198.0,0,1,Clear,5,2,1,33.0,41.42857142857143
2026-02-15,SHAM-400,Shampoo 400ml,48,205,198.0,1,1,Clear,6,2,1,45.0,42.57142857142857
2026-02-16,SHAM-400,Shampoo 400ml,33,205,198.0,0,1,Clear,0,2,0,41.0,43.0
2026-02-17,SHAM-400,Shampoo 400ml,31,205,198.0,0,1,Clear,1,2,0,39.0,41.857142857142854
2026-02-18,SHAM-400,Shampoo 400ml,29,205,198.0,0,1,Clear,2,2,0,41.0,40.714285714285715
2026-02-19,SHAM-400,Shampoo 400ml,32,205,198.0,0,1,Clear,3,2,0,39.0,39.0
2026-02-20,SHAM-400,Shampoo 400ml,38,205,198.0,0,1,Clear,4,2,0,52.0,38.0
2026-02-21,SHAM-400,Shampoo 400ml,45,205,198.0,0,1,Clear,5,2,1,41.0,36.0
2026-02-22,SHAM-400,Shampoo 400ml,43,205,198.0,0,1,Clear,6,2,1,48.0,36.57142857142857
2026-02-23,SHAM-400,Shampoo 400ml,32,205,198.0,0,1,Clear,0,2,0,33.0,35.857142857142854
2026-02-24,SHAM-400,Shampoo 400ml,44,205,198.0,0,1,Clear,1,2,0,31.0,35.714285714285715
2026-02-25,SHAM-400,Shampoo 400ml,43,205,198.0,0,1,Clear,2,2,0,29.0,37.57142857142857
2026-02-26,SHAM-400,Shampoo 400ml,36,205,198.0,0,1,Clear,3,2,0,32.0,39.57142857142857
2026-02-27,SHAM-400,Shampoo 400ml,33,205,198.0,0,1,Clear,4,2,0,38.0,40.142857142857146
2026-02-28,SHAM-400,Shampoo 400ml,45,205,198.0,0,1,Clear,5,2,1,45.0,39.42857142857143
2026-03-01,SHAM-400,Shampoo 400ml,50,205,198.0,1,2,Clear,6,3,1,43.0,39.42857142857143
2026-03-02,SHAM-400,Shampoo 400ml,26,205,198.0,0,2,Clear,0,3,0,32.0,40.42857142857143
