date,sku,product,quantity_sold,current_stock,price,holiday,season,weather
2026-02-07,CHIP-200,Potato Chips 200g,67,620,48.0,0,1,Clear
2026-02-08,CHIP-200,Potato Chips 200g,54,620,48.0,0,1,Clear
2026-02-09,CHIP-200,Potato Chips 200g,48,620,48.0,0,1,Clear
2026-02-10,CHIP-200,Potato Chips 200g,60,620,48.0,0,1,Clear
2026-02-11,CHIP-200,Potato Chips 200g,57,620,48.0,0,1,Clear
2026-02-12,CHIP-200,Potato Chips 200g,61,620,48.0,0,1,Clear
2026-02-13,CHIP-200,Potato Chips 200g,56,620,48.0,0,1,Clear
2026-02-14,CHIP-200,Potato Chips 200g,67,620,48.0,0,1,Clear
2026-02-15,CHIP-200,Potato Chips 200g,78,620,48.0,1,1,Clear
2026-02-16,CHIP-200,Potato Chips 200g,64,620,48.0,0,1,Clear
2026-02-17,CHIP-200,Potato Chips 200g,64,620,48.0,0,1,Clear
2026-02-18,CHIP-200,Potato Chips 200g,47,620,48.0,0,1,Clear
2026-02-19,CHIP-200,Potato Chips 200g,43,620,48.0,0,1,Clear
2026-02-20,CHIP-200,Potato Chips 200g,66,620,48.0,0,1,Clear
2026-02-21,CHIP-200,Potato Chips 200g,74,620,48.0,0,1,Clear
2026-02-22,CHIP-200,Potato Chips 200g,58,620,48.0,0,1,Clear
2026-02-23,CHIP-200,Potato Chips 200g,45,620,48.0,0,1,Clear
2026-02-24,CHIP-200,Potato Chips 200g,59,620,48.0,0,1,Clear
2026-02-25,CHIP-200,Potato Chips 200g,65,620,48.0,0,1,Clear
2026-02-26,CHIP-200,Potato Chips 200g,70,620,48.0,0,1,Clear
2026-02-27,CHIP-200,Potato Chips 200g,61,620,48.0,0,1,Clear
2026-02-28,CHIP-200,Potato Chips 200g,61,620,48.0,0,1,Clear
2026-03-01,CHIP-200,Potato Chips 200g,69,620,48.0,1,2,Clear
2026-03-02,CHIP-200,Potato Chips 200g,56,620,48.0,0,2,Clear
2026-03-03,CHIP-200,Potato Chips 200g,54,620,48.0,0,2,Clear
2026-03-04,CHIP-200,Potato Chips 200g,48,620,48.0,0,2,Clear
2026-03-05,CHIP-200,Potato Chips 200g,69,620,48.0,0,2,Clear
2026-03-06,CHIP-200,Potato Chips 200g,67,620,48.0,0,2,Clear
2026-03-07,CHIP-200,Potato Chips 200g,68,620,48.0,0,2,Clear
2026-03-08,CHIP-200,Potato Chips 200g,53,620,48.0,0,2,Clear
2026-03-09,CHIP-200,Potato Chips 200g,58,620,48.0,0,2,Clear
2026-03-10,CHIP-200,Potato Chips 200g,56,620,48.0,0,2,Clear
2026-03-11,CHIP-200,Potato Chips 200g,54,620,48.0,0,2,Clear
2026-03-12,CHIP-200,Potato Chips 200g,59,620,48.0,0,2,Clear
2026-03-13,CHIP-200,Potato Chips 200g,55,620,48.0,0,2,Clear
2026-03-14,CHIP-200,Potato Chips 200g,61,620,48.0,0,2,Clear
2026-03-15,CHIP-200,Potato Chips 200g,69,620,48.0,1,2,Clear
2026-03-16,CHIP-200,Potato Chips 200g,51,620,48.0,0,2,Clear
2026-03-17,CHIP-200,Potato Chips 200g,36,620,48.0,0,2,Clear
2026-03-18,CHIP-200,Potato Chips 200g,48,620,48.0,0,2,Clear
2026-03-19,CHIP-200,Potato Chips 200g,43,620,48.0,0,2,Clear
2026-03-20,CHIP-200,Potato Chips 200g,38,620,48.0,0,2,Clear
2026-03-21,CHIP-200,Potato Chips 200g,64,620,48.0,0,2,Clear
2026-03-22,CHIP-200,Potato Chips 200g,64,620,48.0,0,2,Clear
2026-03-23,CHIP-200,Potato Chips 200g,55,620,48.0,0,2,Clear
2026-03-24,CHIP-200,Potato Chips 200g,47,620,48.0,0,2,Clear
2026-03-25,CHIP-200,Potato Chips 200g,55,620,48.0,0,2,Clear
2026-03-26,CHIP-200,Potato Chips 200g,45,620,48.0,0,2,Clear
2026-03-27,CHIP-200,Potato Chips 200g,47,620,48.0,0,2,Clear
2026-03-28,CHIP-200,Potato Chips 200g,43,620,48.0,0,2,Clear
2026-03-29,CHIP-200,Potato Chips 200g,53,620,48.0,0,2,Clear
2026-03-30,CHIP-200,Potato Chips 200g,46,620,48.0,0,2,Clear
2026-03-31,CHIP-200,Potato Chips 200g,36,620,48.0,0,2,Clear
2026-04-01,CHIP-200,Potato Chips 200g,53,620,48.0,1,2,Clear
2026-04-02,CHIP-200,Potato Chips 200g,45,620,48.0,0,2,Clear
2026-04-03,CHIP-200,Potato Chips 200g,59,620,48.0,0,2,Clear
2026-04-04,CHIP-200,Potato Chips 200g,58,620,48.0,0,2,Clear
2026-04-05,CHIP-200,Potato Chips 200g,52,620,48.0,0,2,Clear
2026-04-06,CHIP-200,Potato Chips 200g,49,620,48.0,0,2,Clear
2026-04-07,CHIP-200,Potato Chips 200g,48,620,48.0,0,2,Clear
2026-04-08,CHIP-200,Potato Chips 200g,47,620,48.0,0,2,Clear
2026-04-09,CHIP-200,Potato Chips 200g,41,620,48.0,0,2,Clear
2026-04-10,CHIP-200,Potato Chips 200g,48,620,48.0,0,2,Clear
2026-04-11,CHIP-200,Potato Chips 200g,51,620,48.0,0,2,Clear
2026-04-12,CHIP-200,Potato Chips 200g,48,620,48.0,0,2,Clear
2026-04-13,CHIP-200,Potato Chips 200g,55,620,48.0,0,2,Clear
2026-04-14,CHIP-200,Potato Chips 200g,54,620,48.0,0,2,Clear
2026-04-15,CHIP-200,Potato Chips 200g,49,620,48.0,1,2,Clear
2026-04-16,CHIP-200,Potato Chips 200g,52,620,48.0,0,2,Clear
2026-04-17,CHIP-200,Potato Chips 200g,60,620,48.0,0,2,Clear
2026-04-18,CHIP-200,Potato Chips 200g,68,620,48.0,0,2,Clear
2026-04-19,CHIP-200,Potato Chips 200g,69,620,48.0,0,2,Clear
2026-04-20,CHIP-200,Potato Chips 200g,56,620,48.0,0,2,Clear
2026-04-21,CHIP-200,Potato Chips 200g,50,620,48.0,0,2,Clear
2026-04-22,CHIP-200,Potato Chips 200g,49,620,48.0,0,2,Clear
2026-04-23,CHIP-200,Potato Chips 200g,60,620,48.0,0,2,Clear
2026-04-24,CHIP-200,Potato Chips 200g,60,620,48.0,0,2,Clear
2026-04-25,CHIP-200,Potato Chips 200g,74,620,48.0,0,2,Clear
2026-04-26,CHIP-200,Potato Chips 200g,74,620,48.0,0,2,Clear
2026-04-27,CHIP-200,Potato Chips 200g,58,620,48.0,0,2,Clear
2026-04-28,CHIP-200,Potato Chips 200g,51,620,48.0,0,2,Clear
2026-04-29,CHIP-200,Potato Chips 200g,58,620,48.0,0,2,Clear
2026-04-30,CHIP-200,Potato Chips 200g,62,620,48.0,0,2,Clear
2026-05-01,CHIP-200,Potato Chips 200g,70,620,48.0,1,2,Clear
2026-05-02,CHIP-200,Potato Chips 200g,64,620,48.0,0,2,Clear
2026-05-03,CHIP-200,Potato Chips 200g,70,620,48.0,0,2,Clear
2026-05-04,CHIP-200,Potato Chips 200g,58,620,48.0,0,2,Clear
2026-05-05,CHIP-200,Potato Chips 200g,57,620,48.0,0,2,Clear
2026-05-06,CHIP-200,Potato Chips 200g,63,620,48.0,0,2,Clear
2026-05-07,CHIP-200,Potato Chips 200g,58,620,48.0,0,2,Clear
2026-05-08,CHIP-200,Potato Chips 200g,63,620,48.0,0,2,Clear
2026-05-09,CHIP-200,Potato Chips 200g,70,620,48.0,0,2,Clear
2026-05-10,CHIP-200,Potato Chips 200g,60,620,48.0,0,2,Clear
2026-05-11,CHIP-200,Potato Chips 200g,57,620,48.0,0,2,Clear
2026-05-12,CHIP-200,Potato Chips 200g,70,620,48.0,0,2,Clear
2026-05-13,CHIP-200,Potato Chips 200g,52,620,48.0,0,2,Clear
2026-05-14,CHIP-200,Potato Chips 200g,45,620,48.0,0,2,Clear
2026-05-15,CHIP-200,Potato Chips 200g,57,620,48.0,1,2,Clear
2026-05-16,CHIP-200,Potato Chips 200g,66,620,48.0,0,2,Clear
2026-05-17,CHIP-200,Potato Chips 200g,65,620,48.0,0,2,Clear
2026-05-18,CHIP-200,Potato Chips 200g,57,620,48.0,0,2,Clear
2026-05-19,CHIP-200,Potato Chips 200g,66,620,48.0,0,2,Clear
2026-05-20,CHIP-200,Potato Chips 200g,38,620,48.0,0,2,Clear
2026-05-21,CHIP-200,Potato Chips 200g,59,620,48.0,0,2,Clear
2026-05-22,CHIP-200,Potato Chips 200g,66,620,48.0,0,2,Clear
2026-05-23,CHIP-200,Potato Chips 200g,54,620,48.0,0,2,Clear
2026-05-24,CHIP-200,Potato Chips 200g,58,620,48.0,0,2,Clear
2026-05-25,CHIP-200,Potato Chips 200g,48,620,48.0,0,2,Clear
2026-05-26,CHIP-200,Potato Chips 200g,47,620,48.0,0,2,Clear
2026-05-27,CHIP-200,Potato Chips 200g,50,620,48.0,0,2,Clear
2026-05-28,CHIP-200,Potato Chips 200g,62,620,48.0,0,2,Clear
2026-05-29,CHIP-200,Potato Chips 200g,64,620,48.0,0,2,Clear
2026-05-30,CHIP-200,Potato Chips 200g,55,620,48.0,0,2,Clear
2026-05-31,CHIP-200,Potato Chips 200g,70,620,48.0,0,2,Clear
2026-06-01,CHIP-200,Potato Chips 200g,59,620,48.0,1,3,Rainy
2026-06-02,CHIP-200,Potato Chips 200g,62,620,48.0,0,3,Rainy
2026-06-03,CHIP-200,Potato Chips 200g,48,620,48.0,0,3,Rainy
2026-06-04,CHIP-200,Potato Chips 200g,49,620,48.0,0,3,Rainy
2026-06-05,CHIP-200,Potato Chips 200g,51,620,48.0,0,3,Rainy
2026-06-06,CHIP-200,Potato Chips 200g,76,620,48.0,0,3,Rainy
2026-06-07,CHIP-200,Potato Chips 200g,59,620,48.0,0,3,Rainy
2026-06-08,CHIP-200,Potato Chips 200g,42,620,48.0,0,3,Rainy
2026-06-09,CHIP-200,Potato Chips 200g,54,620,48.0,0,3,Rainy
2026-06-10,CHIP-200,Potato Chips 200g,45,620,48.0,0,3,Rainy
2026-06-11,CHIP-200,Potato Chips 200g,44,620,48.0,0,3,Rainy
2026-06-12,CHIP-200,Potato Chips 200g,53,620,48.0,0,3,Rainy
2026-06-13,CHIP-200,Potato Chips 200g,53,620,48.0,0,3,Rainy
2026-06-14,CHIP-200,Potato Chips 200g,55,620,48.0,0,3,Rainy
2026-06-15,CHIP-200,Potato Chips 200g,56,620,48.0,1,3,Rainy
2026-06-16,CHIP-200,Potato Chips 200g,50,620,48.0,0,3,Rainy
2026-06-17,CHIP-200,Potato Chips 200g,51,620,48.0,0,3,Rainy
2026-06-18,CHIP-200,Potato Chips 200g,35,620,48.0,0,3,Rainy
2026-06-19,CHIP-200,Potato Chips 200g,53,620,48.0,0,3,Rainy
2026-06-20,CHIP-200,Potato Chips 200g,48,620,48.0,0,3,Rainy
2026-06-21,CHIP-200,Potato Chips 200g,45,620,48.0,0,3,Rainy
2026-06-22,CHIP-200,Potato Chips 200g,49,620,48.0,0,3,Rainy
2026-06-23,CHIP-200,Potato Chips 200g,51,620,48.0,0,3,Rainy
2026-06-24,CHIP-200,Potato Chips 200g,46,620,48.0,0,3,Rainy
2026-06-25,CHIP-200,Potato Chips 200g,57,620,48.0,0,3,Rainy
2026-06-26,CHIP-200,Potato Chips 200g,43,620,48.0,0,3,Rainy
2026-06-27,CHIP-200,Potato Chips 200g,56,620,48.0,0,3,Rainy
2026-06-28,CHIP-200,Potato Chips 200g,56,620,48.0,0,3,Rainy
2026-06-29,CHIP-200,Potato Chips 200g,54,620,48.0,0,3,Rainy
2026-06-30,CHIP-200,Potato Chips 200g,57,620,48.0,0,3,Rainy
2026-07-01,CHIP-200,Potato Chips 200g,58,620,48.0,1,3,Rainy
2026-07-02,CHIP-200,Potato Chips 200g,61,620,48.0,0,3,Rainy
2026-07-03,CHIP-200,Potato Chips 200g,57,620,48.0,0,3,Rainy
2026-07-04,CHIP-200,Potato Chips 200g,51,620,48.0,0,3,Rainy
2026-07-05,CHIP-200,Potato Chips 200g,51,620,48.0,0,3,Rainy
2026-07-06,CHIP-200,Potato Chips 200g,59,620,48.0,0,3,Rainy
2026-07-07,CHIP-200,Potato Chips 200g,58,620,48.0,0,3,Rainy
2026-07-08,CHIP-200,Potato Chips 200g,59,620,48.0,0,3,Rainy
2026-07-09,CHIP-200,Potato Chips 200g,60,620,48.0,0,3,Rainy
2026-07-10,CHIP-200,Potato Chips 200g,63,620,48.0,0,3,Rainy
2026-07-11,CHIP-200,Potato Chips 200g,75,620,48.0,0,3,Rainy
2026-07-12,CHIP-200,Potato Chips 200g,61,620,48.0,0,3,Rainy
2026-07-13,CHIP-200,Potato Chips 200g,54,620,48.0,0,3,Rainy
2026-07-14,CHIP-200,Potato Chips 200g,55,620,48.0,0,3,Rainy
2026-07-15,CHIP-200,Potato Chips 200g,76,620,48.0,1,3,Rainy
2026-07-16,CHIP-200,Potato Chips 200g,72,620,48.0,0,3,Rainy
2026-07-17,CHIP-200,Potato Chips 200g,60,620,48.0,0,3,Rainy
2026-07-18,CHIP-200,Potato Chips 200g,54,620,48.0,0,3,Rainy
2026-07-19,CHIP-200,Potato Chips 200g,59,620,48.0,0,3,Rainy
2026-07-20,CHIP-200,Potato Chips 200g,58,620,48.0,0,3,Rainy
2026-07-21,CHIP-200,Potato Chips 200g,60,620,48.0,0,3,Rainy
2026-07-22,CHIP-200,Potato Chips 200g,61,620,48.0,0,3,Rainy
2026-07-23,CHIP-200,Potato Chips 200g,64,620,48.0,0,3,Rainy
2026-07-24,CHIP-200,Potato Chips 200g,61,620,48.0,0,3,Rainy
2026-07-25,CHIP-200,Potato Chips 200g,78,620,48.0,0,3,Rainy
2026-07-26,CHIP-200,Potato Chips 200g,66,620,48.0,0,3,Rainy
2026-07-27,CHIP-200,Potato Chips 200g,56,620,48.0,0,3,Rainy
2026-07-28,CHIP-200,Potato Chips 200g,65,620,48.0,0,3,Rainy
2026-07-29,CHIP-200,Potato Chips 200g,51,620,48.0,0,3,Rainy
